City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Viransehir,TR,37.2353,39.7631,52.16,63,5,4.21,clear sky
1,Maldonado,UY,-34.6667,-54.9167,75.22,50,4,9.62,clear sky
2,Busselton,AU,-33.65,115.3333,64.04,56,30,14.58,scattered clouds
3,Port Elizabeth,ZA,-33.918,25.5701,68.09,93,95,4.32,overcast clouds
4,Qaanaaq,GL,77.484,-69.3632,-9.33,73,22,5.79,few clouds
5,Ostrovnoy,RU,68.0531,39.5131,27.64,90,100,24.32,light snow
6,Ushuaia,AR,-54.8,-68.3,37.06,75,75,23.02,broken clouds
7,Bonfim,BR,3.0833,-59.95,77.34,86,100,2.53,overcast clouds
8,Lusambo,CD,-4.9667,23.45,68.81,99,100,1.14,light rain
9,Riyadh,SA,24.6877,46.7219,68.14,32,87,14.05,overcast clouds
10,Aasiaat,GL,68.7098,-52.8699,21.02,78,100,7.27,overcast clouds
11,Arlit,NE,18.7369,7.3853,73.92,22,1,1.34,clear sky
12,Henties Bay,NA,-22.116,14.2845,59.86,91,0,6.89,clear sky
13,Sao Filipe,CV,14.8961,-24.4956,81.97,64,100,12.06,overcast clouds
14,Port Alfred,ZA,-33.5906,26.891,69.6,81,100,15.57,overcast clouds
15,Saldanha,ZA,-33.0117,17.9442,62.24,88,0,13.06,clear sky
16,Carberry,CA,49.8689,-99.3602,6.66,88,22,8.7,few clouds
17,Bredasdorp,ZA,-34.5322,20.0403,62.28,90,100,15.37,light rain
18,Gbarnga,LR,6.9956,-9.4722,71.22,99,34,1.28,light rain
19,Carnarvon,AU,-24.8667,113.6333,70.12,55,0,19.26,clear sky
20,Beloha,MG,-25.1667,45.05,65.1,73,0,10.16,clear sky
21,Upernavik,GL,72.7868,-56.1549,3.99,88,39,7.49,scattered clouds
22,Nuuk,GL,64.1835,-51.7216,29.01,86,90,4.61,light snow
23,Bilma,NE,18.6853,12.9164,75.29,23,0,7.47,clear sky
24,Tafo,GH,6.7345,-1.6127,71.76,95,4,3.27,clear sky
25,Cidreira,BR,-30.1811,-50.2056,68.86,76,0,14.38,clear sky
26,Punta Arenas,CL,-53.15,-70.9167,39.31,75,75,18.41,broken clouds
27,Pangnirtung,CA,66.1451,-65.7125,10.4,67,75,5.75,broken clouds
28,East London,ZA,-33.0153,27.9116,68.77,82,100,13.42,overcast clouds
29,Buedu,SL,8.2803,-10.3719,68.88,97,9,2.35,clear sky
30,Taoudenni,ML,22.6783,-3.9836,77.92,28,87,6.06,overcast clouds
31,Faya,SA,18.3851,42.4509,50.52,53,10,0.81,clear sky
32,Richards Bay,ZA,-28.783,32.0377,68.92,89,100,10.56,light rain
33,Adrar,MR,20.5022,-10.0711,76.46,28,100,10.65,overcast clouds
34,Buraydah,SA,26.326,43.975,63.59,50,28,8.61,scattered clouds
35,Saint-Philippe,RE,-21.3585,55.7679,72.99,69,3,1.05,clear sky
36,Castro Marim,PT,37.2207,-7.4435,56.28,84,0,6.71,clear sky
37,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.81,82,60,4.52,broken clouds
38,Berlevag,NO,70.8578,29.0864,23.36,86,100,7.99,snow
39,Teya,RU,60.3778,92.6267,4.05,98,100,3.38,overcast clouds
40,Conceicao Da Barra,BR,-18.5933,-39.7322,66.42,97,100,7.58,overcast clouds
41,Quatre Cocos,MU,-20.2078,57.7625,71.71,72,11,7.92,few clouds
42,Lagoa,PT,39.05,-27.9833,62.67,88,100,30.8,overcast clouds
43,Ribeira Grande,PT,38.5167,-28.7,64.85,84,99,28.41,overcast clouds
44,Krapivinskiy,RU,54.9992,86.8133,28.04,85,100,5.75,overcast clouds
45,Puerto Ayora,EC,-0.7393,-90.3518,69.55,81,60,7.0,broken clouds
46,Coquimbo,CL,-29.9533,-71.3436,56.93,94,90,5.75,overcast clouds
47,Mount Darwin,ZW,-16.7725,31.5838,70.25,76,18,7.96,few clouds
48,Khor,RU,47.8861,134.9464,22.75,95,100,17.69,snow
49,Plaster Rock,CA,46.9065,-67.39,31.55,96,23,4.14,few clouds
50,Chuy,UY,-33.6971,-53.4616,67.93,80,0,7.81,clear sky
51,Saint-Augustin,CA,51.226,-58.6502,32.63,85,68,5.3,broken clouds
52,Namibe,AO,-15.1961,12.1522,66.76,82,84,5.03,broken clouds
53,Hermanus,ZA,-34.4187,19.2345,67.89,88,100,17.29,light rain
54,Tasiilaq,GL,65.6145,-37.6368,32.16,98,100,10.67,snow
55,Thompson,CA,55.7435,-97.8558,4.33,82,14,9.42,few clouds
56,Chimbote,PE,-9.0853,-78.5783,65.12,83,86,7.96,overcast clouds
57,Zlotow,PL,53.3635,17.0408,40.44,83,100,9.04,overcast clouds
58,Trelleborg,SE,55.3751,13.1569,39.15,82,8,10.49,clear sky
59,Matara,LK,5.9485,80.5353,74.66,86,71,8.14,broken clouds
60,Clyde River,CA,70.4692,-68.5914,3.43,85,93,4.61,overcast clouds
61,Gravdal,NO,68.1214,13.5031,33.51,82,100,5.14,light snow
62,Kedrovyy,RU,56.1667,91.8167,10.81,81,100,6.78,overcast clouds
63,Chake Chake,TZ,-5.2459,39.7666,75.0,80,100,3.67,overcast clouds
64,Biu,NG,10.6129,12.1946,72.68,26,81,4.63,broken clouds
65,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,84,0,8.99,clear sky
66,Albany,US,42.6001,-73.9662,48.78,66,100,1.99,overcast clouds
67,Sayyan,YE,15.1718,44.3244,53.26,41,84,1.95,broken clouds
68,Puerto Madero,MX,14.7208,-92.4215,82.6,94,40,0.0,scattered clouds
69,Salina Cruz,MX,16.1667,-95.2,81.1,65,0,16.44,clear sky
70,Cape Town,ZA,-33.9258,18.4232,68.11,80,35,17.38,scattered clouds
71,Matay,EG,28.419,30.7792,60.33,58,2,5.19,clear sky
72,Sipe Sipe,BO,-17.45,-66.3833,64.51,55,99,5.01,overcast clouds
73,Mar Del Plata,AR,-38.0023,-57.5575,62.87,82,0,4.7,clear sky
74,Bambous Virieux,MU,-20.3428,57.7575,71.85,94,75,3.44,broken clouds
75,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,86,98,11.99,overcast clouds
76,Kalabo,ZM,-14.97,22.6814,67.32,91,77,4.94,broken clouds
77,Aksarka,RU,66.5606,67.7975,15.75,95,100,10.11,light snow
78,Khatanga,RU,71.9667,102.5,-34.46,98,6,3.65,clear sky
79,Zemio,CF,5.0314,25.1361,69.04,59,94,0.76,overcast clouds
80,Padang,ID,-0.9492,100.3543,77.05,72,60,1.77,broken clouds
81,Bengkulu,ID,-3.8004,102.2655,80.06,77,84,3.36,broken clouds
82,Severnyy,RU,50.677,36.5532,44.64,81,75,13.42,broken clouds
83,Gat,IL,31.61,34.7642,57.9,63,6,9.06,clear sky
84,Ponta Do Sol,PT,32.6667,-17.1,69.01,85,20,3.09,few clouds
85,Longyearbyen,SJ,78.2186,15.6401,-3.96,86,74,4.21,broken clouds
86,Ancud,CL,-41.8697,-73.8203,56.73,94,85,7.56,overcast clouds
87,Kamenka,RU,51.3223,42.7678,44.74,78,100,22.84,overcast clouds
88,Abu Samrah,SY,35.3029,37.1841,55.31,71,11,2.39,few clouds
89,Umm Lajj,SA,25.0213,37.2685,70.29,50,0,9.1,clear sky
90,Sakakah,SA,29.9697,40.2064,57.31,64,35,4.7,scattered clouds
91,Kita,ML,13.0349,-9.4895,75.65,20,9,3.67,clear sky
92,Castro,BR,-24.7911,-50.0119,57.34,73,12,5.79,few clouds
93,Darab,IR,28.7519,54.5444,59.32,55,0,1.74,clear sky
94,Tonj,SS,7.2737,28.6822,75.7,33,78,5.7,broken clouds
95,Mushie,CD,-3.0167,16.9,69.85,97,100,0.63,overcast clouds
96,Maxixe,MZ,-23.8597,35.3472,73.09,74,100,7.09,overcast clouds
97,Carballo,ES,43.213,-8.691,51.01,90,100,10.13,overcast clouds
98,Strezhevoy,RU,60.7333,77.5889,12.18,92,100,12.06,overcast clouds
99,Moguer,ES,37.2756,-6.8385,55.71,83,0,5.01,clear sky
100,Cayenne,GF,4.9333,-52.3333,82.09,85,20,3.0,few clouds
101,Cururupu,BR,-1.8283,-44.8683,76.75,87,67,3.0,broken clouds
102,Jamestown,US,42.097,-79.2353,42.39,98,90,4.0,light rain
103,Yumen,CN,40.2833,97.2,23.25,47,0,9.31,clear sky
104,Motupe,PE,-6.1519,-79.7142,70.02,69,100,5.3,overcast clouds
105,Lebu,CL,-37.6167,-73.65,54.59,94,61,17.94,broken clouds
106,Rio Gallegos,AR,-51.6226,-69.2181,45.45,55,95,18.28,overcast clouds
107,Codrington,AU,-38.2667,141.9667,65.97,54,83,9.46,broken clouds
108,Zanjan,IR,36.6736,48.4787,43.02,84,100,5.91,overcast clouds
109,Adre,TD,13.4667,22.2,68.29,25,100,14.25,overcast clouds
110,Dikson,RU,73.5069,80.5464,-12.62,78,8,11.63,clear sky
111,Chapais,CA,49.7834,-74.8492,31.78,86,100,15.05,overcast clouds
112,Jijiga,ET,9.35,42.8,60.12,42,99,4.09,overcast clouds
113,Ada,US,43.4166,-116.1262,41.92,74,1,4.0,clear sky
114,Dali,CN,25.7,100.1833,53.11,80,40,3.13,scattered clouds
115,Arraial Do Cabo,BR,-22.9661,-42.0278,68.95,64,92,5.41,overcast clouds
116,Hofn,IS,64.2539,-15.2082,43.57,62,100,11.27,overcast clouds
117,Gemena,CD,3.25,19.7667,69.78,97,100,1.92,overcast clouds
118,Iguatemi,BR,-23.6803,-54.5611,70.16,64,3,5.14,clear sky
119,Puri,IN,19.8,85.85,77.52,82,62,5.77,broken clouds
120,Mchinji,MW,-13.7984,32.8802,67.66,60,80,3.53,broken clouds
121,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.73,77,87,13.2,overcast clouds
122,Odweyne,SO,9.4092,45.064,67.64,39,81,8.68,broken clouds
123,Mandla,IN,22.6,80.3833,71.26,61,100,2.33,overcast clouds
124,Victoria,HK,22.2855,114.1577,69.33,89,100,1.01,overcast clouds
125,Vila Praia De Ancora,PT,41.811,-8.8526,52.11,84,0,13.02,clear sky
126,Fort-Shevchenko,KZ,44.5086,50.263,49.32,82,5,14.25,clear sky
127,Torres,BR,-29.3353,-49.7269,65.82,88,0,6.73,clear sky
128,Iqaluit,CA,63.7506,-68.5145,7.5,95,100,2.98,overcast clouds
129,Souillac,MU,-20.5167,57.5167,71.98,94,75,3.44,broken clouds
130,Saint-Pierre,RE,-21.3393,55.4781,73.08,66,0,8.05,light rain
131,Bria,CF,6.5423,21.9863,69.62,51,100,2.24,overcast clouds
132,Oranjestad,AW,12.524,-70.027,82.35,78,20,12.66,few clouds
133,Naranjal,EC,-2.6667,-79.6167,75.52,86,100,4.76,overcast clouds
134,Meulaboh,ID,4.1363,96.1285,77.2,85,95,2.77,overcast clouds
135,Qafqafa,JO,32.3483,35.9395,39.83,66,7,2.82,clear sky
136,Paramonga,PE,-10.6667,-77.8333,65.57,84,100,7.76,overcast clouds
137,Lasa,IT,46.6166,10.7002,39.02,85,99,2.42,overcast clouds
138,Xining,CN,36.6167,101.7667,23.34,50,2,2.24,clear sky
139,Labuhan,ID,-6.8844,112.2051,82.99,76,94,1.07,overcast clouds
140,Khandwa,IN,21.8333,76.3333,76.66,63,100,5.46,overcast clouds
141,Dapaong,TG,10.8639,0.205,76.91,18,1,5.12,clear sky
142,Fez,MA,34.0372,-4.9998,53.85,87,0,3.44,clear sky
143,Bonavista,CA,48.6499,-53.1147,31.12,55,99,5.77,overcast clouds
144,Grindavik,IS,63.8424,-22.4338,43.27,81,75,19.57,broken clouds
145,Beausoleil,FR,43.749,7.417,52.48,81,75,8.05,broken clouds
146,Oussouye,SN,12.485,-16.5469,78.49,64,87,5.55,overcast clouds
147,Akyab,MM,20.15,92.9,72.36,68,10,6.35,clear sky
148,Touros,BR,-5.1989,-35.4608,81.5,75,10,12.84,clear sky
149,Gazojak,TM,41.1875,61.4036,41.92,71,25,7.92,scattered clouds
150,Gamba,GA,-2.65,10.0,77.85,91,100,5.57,overcast clouds
151,Volksrust,ZA,-27.3654,29.8818,53.15,93,90,3.36,overcast clouds
152,Margate,GB,51.3813,1.3862,44.87,85,8,27.16,moderate rain
153,Georgetown,MY,5.4112,100.3354,81.9,87,20,0.0,few clouds
154,Puerto Escondido,MX,15.85,-97.0667,83.23,74,75,0.0,broken clouds
155,Saurimo,AO,-9.6608,20.3916,64.49,96,99,2.51,overcast clouds
156,Keti Bandar,PK,24.1447,67.4497,71.87,23,26,11.63,scattered clouds
157,Aliganj,IN,27.5,79.1833,62.65,34,0,7.58,clear sky
158,Yellowknife,CA,62.456,-114.3525,5.41,90,100,11.01,overcast clouds
159,Zwedru,LR,6.0667,-8.1281,72.84,95,72,3.09,moderate rain
160,Verkhnyaya Inta,RU,65.9811,60.3094,7.88,92,99,6.33,overcast clouds
161,Omboue,GA,-1.5746,9.2618,77.54,92,100,3.11,overcast clouds
162,Olafsvik,IS,64.8945,-23.7142,42.76,80,100,20.42,overcast clouds
163,Necochea,AR,-38.5473,-58.7368,59.04,75,6,6.38,clear sky
164,Sorland,NO,67.667,12.6934,34.88,84,100,7.58,light snow
165,Serchhip,IN,23.3,92.8333,56.53,74,4,2.39,clear sky
166,Yankton,US,42.8711,-97.3973,30.11,54,1,5.75,clear sky
167,Damaturu,NG,11.747,11.9608,74.32,21,100,8.08,overcast clouds
168,Andenes,NO,69.3143,16.1194,28.38,93,90,9.22,snow
169,Salalah,OM,17.0151,54.0924,71.69,60,0,5.75,clear sky
170,Wad Rawah,SD,15.1603,33.1397,71.13,23,1,14.0,clear sky
171,Yabelo,ET,4.8833,38.0833,57.88,69,79,5.64,broken clouds
172,Iberia,US,29.9502,-91.7507,69.87,88,1,4.61,clear sky
173,Vir,HR,44.3031,15.0853,47.16,85,100,11.83,overcast clouds
174,San-Pedro,CI,4.7485,-6.6363,78.12,88,92,5.37,light rain
175,Sechura,PE,-5.5569,-80.8222,66.47,74,100,13.18,overcast clouds
176,Mehamn,NO,71.0357,27.8492,27.34,64,100,22.37,light snow
177,Sabha,LY,27.0377,14.4283,62.24,50,4,10.92,clear sky
178,Brae,GB,60.3964,-1.353,46.31,88,100,22.06,overcast clouds
179,Sioux Lookout,CA,50.1001,-91.917,14.38,89,100,15.41,light snow
180,Svetlogorsk,BY,52.6333,29.7333,38.75,78,100,10.33,overcast clouds
181,Hithadhoo,MV,-0.6,73.0833,80.58,80,71,11.86,broken clouds
182,Caravelas,BR,-17.7125,-39.2481,71.64,88,100,10.89,overcast clouds
183,Karema,TZ,-6.8205,30.4389,73.33,76,95,4.56,overcast clouds
184,Bogande,BF,12.9714,-0.1436,77.59,18,14,6.71,few clouds
185,Wattegama,LK,6.7989,81.4808,72.12,88,70,2.64,broken clouds
186,Yamethin,MM,20.4333,96.15,71.82,77,0,1.92,clear sky
187,Kruisfontein,ZA,-34.0033,24.7314,65.88,96,100,5.23,light rain
188,Giraltovce,SK,49.114,21.5173,44.58,94,100,1.19,overcast clouds
189,Cholet,FR,47.1667,-1.0,43.32,88,96,17.9,light rain
190,Manavalakurichi,IN,8.1333,77.3,77.09,89,6,8.43,clear sky
191,Trairi,BR,-3.2778,-39.2689,78.94,79,63,7.94,broken clouds
192,Mehran,IR,33.1222,46.1646,63.05,77,0,6.44,clear sky
193,Gorom-Gorom,BF,14.4439,-0.2361,79.36,19,17,10.78,few clouds
194,Maarianhamina,AX,60.0973,19.9348,19.26,100,98,1.14,overcast clouds
195,Ayorou,NE,14.7308,0.9174,79.75,17,5,9.82,clear sky
196,Hualmay,PE,-11.0964,-77.6139,65.21,84,100,7.54,overcast clouds
197,Uige,AO,-7.6087,15.0613,65.88,99,100,0.87,overcast clouds
198,Laguna,US,38.421,-121.4238,63.64,59,1,5.75,clear sky
199,Saint-Joseph,RE,-21.3667,55.6167,71.98,74,10,1.34,clear sky
200,Nokaneng,BW,-19.6667,22.2667,73.85,66,69,13.42,broken clouds
201,Salisbury,GB,51.0693,-1.7957,39.65,83,6,15.14,clear sky
202,Jardim,BR,-21.4803,-56.1381,74.62,63,6,4.52,clear sky
203,Mana,GF,5.6592,-53.7767,78.31,86,19,7.52,few clouds
204,Garavuti,TJ,37.5672,68.4469,36.25,30,89,4.14,overcast clouds
205,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,80.04,46,80,4.63,broken clouds
206,Baghdad,IQ,33.3406,44.4009,51.71,71,0,6.91,clear sky
207,Jalpan,MX,21.2333,-99.4833,66.74,84,1,1.61,clear sky
208,Klaksvik,FO,62.2266,-6.589,45.52,81,99,33.24,overcast clouds
209,Saint-Francois,FR,46.4154,3.9054,38.48,95,90,1.14,mist
210,Quime,BO,-16.9833,-67.2167,52.77,83,99,3.91,overcast clouds
211,Nizwa,OM,22.9333,57.5333,68.7,26,3,5.21,clear sky
212,Fonte Boa,BR,-2.4959,-66.2662,73.47,98,100,2.28,overcast clouds
213,Marzuq,YE,14.4,46.4667,66.18,48,100,1.16,overcast clouds
214,Tirano,IT,46.2154,10.1679,47.46,100,100,2.26,overcast clouds
215,Sabla,NG,12.7525,4.7077,77.77,19,0,9.42,clear sky
216,Orasac,BA,44.6289,16.0711,51.87,92,100,3.67,overcast clouds
217,Veere,NL,51.5483,3.6667,47.01,79,36,5.99,scattered clouds
218,Paamiut,GL,61.994,-49.6678,20.12,92,34,5.44,scattered clouds
219,Puerto Castilla,HN,16.0167,-85.9667,78.91,72,1,3.69,clear sky
220,Wellington,NZ,-41.2866,174.7756,67.77,66,84,1.99,broken clouds
221,Kukmor,RU,56.1855,50.8944,24.62,92,57,10.94,broken clouds
222,Nanortalik,GL,60.1432,-45.2371,31.64,95,98,10.45,overcast clouds
223,Lalibela,ET,12.0333,39.0333,54.5,41,73,7.4,broken clouds
224,Stokmarknes,NO,68.5646,14.9108,33.49,90,100,4.43,snow
225,Bathsheba,BB,13.2167,-59.5167,79.41,78,20,12.66,few clouds
226,Mahebourg,MU,-20.4081,57.7,71.89,94,75,3.44,broken clouds
227,Medea,DZ,36.2642,2.7539,45.05,86,1,3.87,clear sky
228,Wawa,NG,9.9022,4.4192,77.34,36,72,3.0,broken clouds
229,Atar,MR,20.5169,-13.0499,81.52,35,100,9.13,overcast clouds
230,Bethanien,NA,-26.502,17.1583,56.25,50,0,7.7,clear sky
231,Khorramshahr,IR,30.4397,48.1664,69.76,83,75,6.91,mist
232,Tessalit,ML,20.1986,1.0114,69.03,29,1,9.1,clear sky
233,Ambilobe,MG,-13.2,49.05,72.28,85,4,3.27,clear sky
234,Tartagal,AR,-22.5164,-63.8013,76.96,40,36,5.32,scattered clouds
235,Buzmeyin,TM,38.0507,58.2056,46.13,66,72,4.61,broken clouds
236,Tiznit,MA,29.5833,-9.5,61.36,66,88,0.54,overcast clouds
237,Mugur-Aksy,RU,50.35,90.5,5.81,57,100,7.85,overcast clouds
